K,n_per_facility,sigma,heterogeneity,is_universal,confound_type,n_mode,r2_lofo,protocol_says_universal,bootstrap_a_ci_lo,bootstrap_a_ci_hi,bootstrap_a_stable,obs_sigma_hat,obs_hetero_hat,perm_pvalue,perm_says_universal,perm_correct,correct,scenario_id
8,78,0.49870695682966754,0.48523930577266816,False,clustered,equal,-0.23293749816053033,False,-0.3328087978599422,-0.1939658152084503,True,2.3223857986729333,0.1235096111813932,0.01,False,True,True,clustered_1456
5,28,0.24220801056678154,2.428360267886277,False,clustered,unequal,-0.4703689732101115,False,-0.5958463305592826,-0.3413664086173054,True,2.4680467305778024,0.03327709597366118,0.01,False,True,True,clustered_1457
6,91,0.05440289689656666,1.2974571813502829,True,clustered,unequal,0.997040438504199,True,-0.45101373272909656,-0.44849871720052265,True,0.0540726912517179,0.0021006132500919184,0.35,True,True,True,clustered_1458
10,13,0.3754503628907683,0.5471782103822812,True,clustered,unequal,0.8510335175953126,True,-0.47219699024393413,-0.41092023541221967,True,0.3959065235823025,0.04224133087655404,0.16,True,True,True,clustered_1459
7,14,0.4814405611126686,1.913542052695592,False,clustered,equal,0.5652170456863742,True,-0.5736391108141802,-0.44926253322183557,True,0.9058686067456596,0.0449881932664358,0.01,False,True,False,clustered_1460
12,98,0.164166531844826,0.32936992533060083,True,clustered,unequal,0.9731713998898742,True,-0.4529834396698905,-0.4469264461537158,True,0.16336014669268512,0.005393533770453717,0.88,True,True,True,clustered_1461
12,29,0.17243485655393243,0.18172947433413367,True,clustered,equal,0.9720155602448687,True,-0.45445657735412365,-0.4450826535608636,True,0.16435459248115558,0.010585892183991209,0.95,True,True,True,clustered_1462
2,60,0.3099444273316215,1.4682401794459157,True,clustered,unequal,0.9148175903415172,True,-0.4595848024654897,-0.4404353576275884,True,0.30029561024478285,0.009574722418950937,0.67,True,True,True,clustered_1463
17,37,0.4617139777062226,2.9683052641501155,True,clustered,unequal,0.8315612231838991,True,-0.4704380353479939,-0.4343707874436974,True,0.4531389166576674,0.043706038402660935,0.05,False,False,True,clustered_1464
8,13,0.37725687641060507,1.9520730094689707,True,clustered,equal,0.8603758528089989,True,-0.4966417795110458,-0.42685737729717493,True,0.389622934300472,0.06916300974016548,0.8,True,True,True,clustered_1465
12,35,0.11541128583328635,0.9609301528374263,False,clustered,unequal,0.26754816310359075,True,-0.7230367656566781,-0.47281358207494234,True,1.619678884811815,0.10301808994266133,0.01,False,True,False,clustered_1466
16,22,0.47707410913156517,2.1567132338365553,False,clustered,equal,0.057915629052020634,True,-0.43635580693614434,-0.24580533119581596,True,1.8759809342415645,0.1344519745501208,0.01,False,True,False,clustered_1467
10,60,0.32770933381434597,2.3449779403772313,True,clustered,equal,0.9006533844419269,True,-0.4496030654809779,-0.433054375513645,True,0.32904803102090924,0.015643746250011283,0.27,True,True,True,clustered_1468
2,75,0.35930451056812107,1.7508292845471702,True,clustered,equal,0.8126890045118746,True,-0.44456694879887104,-0.41280709473610616,True,0.3823317653528439,0.015879927031382357,0.15,True,True,True,clustered_1469
16,95,0.48016729444623857,1.24343522348472,False,clustered,unequal,-0.042499202083299936,False,-0.9653667039249841,-0.6025725316107944,True,4.625960912689106,0.28767113617368933,0.01,False,True,True,clustered_1470
3,37,0.2218367065548268,2.1210698857729473,False,clustered,equal,-1.150514534321995,False,-0.46533473107784934,0.059560960387105746,False,2.600267358902184,0.2394169139644648,0.01,False,True,True,clustered_1471
17,60,0.5185033958072058,1.3592109091544589,False,clustered,unequal,0.01867219991109026,True,-0.3731755527327181,-0.21398621765138126,True,1.7239236571294636,0.12897828464606612,0.01,False,True,False,clustered_1472
18,76,0.40798615291858153,1.0616077672378341,False,clustered,equal,0.1958901590084534,True,-0.6293245245407577,-0.48111010781736774,True,1.8164726600939691,0.1565673938326592,0.01,False,True,False,clustered_1473
20,40,0.45040400845968614,1.9209452527883542,False,clustered,unequal,0.1871214012954353,True,-0.4420502602704796,-0.29209618371675594,True,1.3763028109001876,0.15483718717991635,0.01,False,True,False,clustered_1474
8,18,0.495300595652842,0.765132761925747,True,clustered,equal,0.7702502292612249,True,-0.46483289157538693,-0.39933825611860485,True,0.49338321647240163,0.0475636133894176,0.25,True,True,True,clustered_1475
9,10,0.5318404361146358,2.172288948499184,True,clustered,unequal,0.7929946453374261,True,-0.47878681841105436,-0.4154592925158745,True,0.4957097380048125,0.08576286847240829,0.81,True,True,True,clustered_1476
6,22,0.40633820285491723,0.3998338512737081,True,clustered,equal,0.8356281777319403,True,-0.45872191008787977,-0.41222662524838893,True,0.3988037610650088,0.03798619860734324,0.51,True,True,True,clustered_1477
15,33,0.5534357417932894,0.5205967302632949,True,clustered,unequal,0.7230971840484064,True,-0.4655781949998921,-0.41185121415055914,True,0.5627672377764875,0.07331858577836585,0.22,True,True,True,clustered_1478
4,14,0.22189647235122179,2.469637178285413,True,clustered,equal,0.9264927704214001,True,-0.4821741584832809,-0.4233573868564311,True,0.19657973898356168,0.031091339634682625,0.53,True,True,True,clustered_1479
7,19,0.3613388150253201,1.646083320447679,True,clustered,unequal,0.8982690900627621,True,-0.4847612007595458,-0.4531607068972871,True,0.3425336007881834,0.041315109712808835,0.66,True,True,True,clustered_1480
5,21,0.5061873034909763,1.2511967104235326,True,clustered,equal,0.8216325433827936,True,-0.5346109313329725,-0.43448665978460066,True,0.4454795553793321,0.07706084599760914,0.17,True,True,True,clustered_1481
17,43,0.48929117419887436,0.7393426521975197,True,clustered,equal,0.8083055171911897,True,-0.4649341502548172,-0.424906982975842,True,0.47804355101682366,0.04555394518214164,0.52,True,True,True,clustered_1482
18,9,0.2947637067193442,0.472089441898364,False,clustered,unequal,0.318208050366368,True,-0.5039277873423803,-0.35061603913739936,True,1.2106087256609535,0.09841977751686755,0.01,False,True,False,clustered_1483
4,11,0.450608775182183,2.003460828530326,True,clustered,equal,0.7710607983804495,True,-0.5223873392439894,-0.4435308556221058,True,0.4783767983080021,0.044538316511475176,0.09,True,True,True,clustered_1484
18,97,0.12635615762162472,0.43311977892576947,True,clustered,equal,0.9829569439281514,True,-0.4536910887312061,-0.44891483460203063,True,0.1273243965888799,0.0052289836619184415,0.68,True,True,True,clustered_1485
16,34,0.41732620252335656,2.1704132785784487,False,clustered,equal,0.032904534598707125,True,-1.1597447444628917,-0.6197799139518038,True,4.814204514367639,0.44879123985307645,0.01,False,True,False,clustered_1486
3,65,0.5235785601174024,0.3138375053608824,False,clustered,equal,0.7146505009036315,True,-0.45495834060805274,-0.3999647388165935,True,0.5701946715968339,0.024586755995840075,0.01,False,True,False,clustered_1487
3,85,0.346704357542619,1.6372748516603073,True,clustered,equal,0.8901415475011428,True,-0.4655427641675086,-0.42907639633976935,True,0.3323651874741704,0.015908366174221374,0.3,True,True,True,clustered_1488
14,21,0.07915494729835082,0.6634784376696793,False,clustered,unequal,0.9162720049625492,True,-0.4731954950336306,-0.4498486640819862,True,0.24460424556043886,0.01541531298219534,0.01,False,True,False,clustered_1489
3,85,0.2915831393076578,0.9228328577351856,True,clustered,unequal,0.9152448115215311,True,-0.46633189778163964,-0.4436161597819897,True,0.2868367247617608,0.010438356017524695,0.25,True,True,True,clustered_1490
20,16,0.4090472489681248,1.2579435670635828,False,clustered,unequal,-0.16110566005623994,False,-0.17452009382532277,0.3581182048323903,False,4.564046119725722,0.3207157108135941,0.01,False,True,True,clustered_1491
18,23,0.3448690187946386,1.7578318578620546,True,clustered,equal,0.8984376770148641,True,-0.4829307961836443,-0.44457510554747925,True,0.34121410695987975,0.04042762774008041,0.2,True,True,True,clustered_1492
8,71,0.4196847088608705,0.7644713972148417,True,clustered,unequal,0.8503028259655985,True,-0.45405569476503227,-0.43496198213550813,True,0.41742818294969425,0.013992971698369841,0.63,True,True,True,clustered_1493
18,93,0.3642301394694271,0.8501791615485006,False,clustered,equal,0.24886063044257833,True,-0.5049866338086632,-0.43014132562554847,True,1.5867189655023954,0.04913492157673611,0.01,False,True,False,clustered_1494
18,8,0.06379672207558873,1.2816874509459044,False,clustered,equal,0.09368619844651116,True,-0.5519642006390411,-0.28341841352727676,True,1.8775247497666294,0.09704111581659756,0.01,False,True,False,clustered_1495
9,22,0.33867563784089294,1.1703498428151584,True,clustered,equal,0.8790008233801635,True,-0.4757034730670528,-0.4319317705589982,True,0.3665193441976122,0.03567564615328965,0.39,True,True,True,clustered_1496
15,9,0.3882675468112722,0.3999287106186884,True,clustered,equal,0.868209079150791,True,-0.4488648328183942,-0.3897006967412511,True,0.34628952887320236,0.06033963354294473,0.6,True,True,True,clustered_1497
17,97,0.05812833707350893,0.3654999710562603,False,clustered,unequal,0.9953848982595636,True,-0.44589090113291086,-0.4393897498678782,True,0.0642880793084794,0.006714043330311817,0.01,False,True,False,clustered_1498
10,22,0.24125384675809802,0.6780560660972348,False,clustered,unequal,0.5767197542196096,True,-0.5368836147084658,-0.4338772263042828,True,0.7533928910251214,0.06463057872310655,0.01,False,True,False,clustered_1499
12,78,0.4099461705734842,1.2103809278961393,True,clustered,unequal,0.8547140904524128,True,-0.45931261128140854,-0.4424061891709757,True,0.4107871729473031,0.017365340903614523,0.69,True,True,True,clustered_1500
20,16,0.33055730579632664,0.06882795217076743,True,clustered,unequal,0.8846079449446831,True,-0.4612875644800947,-0.4338075159834335,True,0.3539944469628729,0.04397753874572936,0.49,True,True,True,clustered_1501
4,83,0.5794959123463994,0.019906563305559843,True,clustered,equal,0.7090622671972453,True,-0.4993174181811997,-0.40624686861708315,True,0.6009175792264555,0.042792376002103165,0.13,True,True,True,clustered_1502
6,8,0.2100406895929613,0.7709587293264557,False,clustered,unequal,0.827809351505584,True,-0.46373575968249126,-0.41364165578639384,True,0.3289846322600174,0.02996153296500558,0.01,False,True,False,clustered_1503
14,54,0.42614116361015447,1.2497654706999808,True,clustered,unequal,0.8511913277504584,True,-0.478728227223813,-0.4435405801536233,True,0.41464397922349994,0.038327632771647434,0.11,True,True,True,clustered_1504
12,75,0.09905222525672816,2.486130192992988,True,clustered,unequal,0.9905622446351239,True,-0.4547662723347767,-0.447601166857129,True,0.096570025204365,0.007326773659547762,0.38,True,True,True,clustered_1505
20,13,0.26956393128545714,0.9116328921028609,True,clustered,equal,0.9333736425212374,True,-0.47087147532391954,-0.4401648422515804,True,0.26780369915821434,0.036203259451861376,0.89,True,True,True,clustered_1506
12,70,0.4531501728692583,2.243094844559682,True,clustered,equal,0.8298354826338512,True,-0.47278769364995565,-0.451477675570663,True,0.46321786597564146,0.019283314535836003,0.86,True,True,True,clustered_1507
8,7,0.33467822658123986,2.18284047775221,True,clustered,equal,0.8866278368873701,True,-0.48188348404107567,-0.4019889762730018,True,0.33550740759325365,0.0445091842301217,0.23,True,True,True,clustered_1508
2,87,0.5599975705087178,1.2635482044452322,False,clustered,equal,-2.2936934349964067,False,-0.6506865685803299,-0.4340161713834564,True,2.6374366636422137,0.08335620569937957,0.01,False,True,True,clustered_1509
18,32,0.05646370846894055,2.771459220740334,False,clustered,equal,0.6970562892232044,True,-0.9251043651296459,-0.6710035323151123,True,1.0243895160083227,0.31810208084702857,0.01,False,True,False,clustered_1510
4,43,0.4898817664872233,0.9263858995935468,True,clustered,unequal,0.8125649971001894,True,-0.4935630764767452,-0.41805158078163834,True,0.4753520702413107,0.06774063775443133,0.88,True,True,True,clustered_1511
4,18,0.591709718038108,2.1906807251601235,True,clustered,unequal,0.7280303665385747,True,-0.5059357709520653,-0.4287646985502367,True,0.558127531370221,0.06202764456924584,0.86,True,True,True,clustered_1512
19,5,0.3538869187123529,1.4921161869278379,False,clustered,equal,-0.18157367895013876,False,-1.3199062380816091,0.856687593335708,False,7.015124634545893,0.7267367319242694,0.01,False,True,True,clustered_1513
20,51,0.21752023193233644,2.4750762892161333,False,clustered,unequal,-0.09856837847272959,False,-0.2203678170527685,0.1859264699991015,False,5.4860522056788215,0.3160297189139772,0.01,False,True,True,clustered_1514
2,15,0.39424059509370774,0.09659192843230979,True,clustered,unequal,0.8717205606830583,True,-0.43220870340953693,-0.4043608611005526,True,0.38767036283325806,0.01392392115449223,0.92,True,True,True,clustered_1515
11,95,0.18053480043499232,0.5251414604666846,True,clustered,unequal,0.9689277405406247,True,-0.456337096570694,-0.44470000719271996,True,0.17780705277423128,0.011423155115211038,0.09,True,True,True,clustered_1516
10,10,0.08122249051730845,2.9165362313721688,False,clustered,unequal,-0.25793499879623116,False,-1.096926883848403,-0.3042837050063345,True,4.237101738784082,0.2819207178728433,0.01,False,True,True,clustered_1517
9,39,0.437894196828429,2.9175027712047905,True,clustered,equal,0.8187679677138686,True,-0.48303497468221457,-0.4370799522066111,True,0.4447155740853386,0.03767026811157137,0.57,True,True,True,clustered_1518
18,97,0.5328474656871021,2.4250777749265673,True,clustered,equal,0.7637572740831703,True,-0.4628637033660655,-0.43183278769225397,True,0.5358091342419088,0.031845979698598474,0.76,True,True,True,clustered_1519
7,96,0.3034751253556704,1.8972419633957545,False,clustered,unequal,-0.05271241054395981,False,-0.9204215339071469,-0.4410426816426253,True,2.4238848588882616,0.28696834264684706,0.01,False,True,True,clustered_1520
20,95,0.5022682964319668,0.9000764630468596,False,clustered,equal,0.7234991740216485,True,-0.5434211860638972,-0.47335221599436,True,0.6613090771183815,0.07761982039906734,0.01,False,True,False,clustered_1521
20,52,0.31816496225814506,0.5927769842807309,True,clustered,unequal,0.9013859624796462,True,-0.4549699204989855,-0.4397022547469647,True,0.31150136579573773,0.03666628633711195,0.96,True,True,True,clustered_1522
11,52,0.11931718989880068,1.6086658899476975,False,clustered,unequal,-0.11324752776418712,False,-0.40294789800182546,-0.25569788448555475,True,1.6807447141757572,0.0861015407548259,0.01,False,True,True,clustered_1523
7,45,0.20848469207955372,1.6351806368143293,True,clustered,unequal,0.9657602470968673,True,-0.46010545320793955,-0.44458145019759626,True,0.1922592604771754,0.010767244220264593,0.95,True,True,True,clustered_1524
18,65,0.2358097978480973,0.029764668000642147,False,clustered,unequal,0.9422460677027357,True,-0.4521015011462294,-0.44155425437417944,True,0.2356114390207191,0.0219777317433576,0.01,False,True,False,clustered_1525
5,94,0.5567508558897549,2.9455643942819734,False,clustered,equal,0.44152953854787647,True,-0.9788392655323976,-0.5289388814987628,True,1.3401585573586847,0.2645884527815071,0.01,False,True,False,clustered_1526
16,25,0.19814300049861805,0.4850785968614687,True,clustered,unequal,0.9644749963251842,True,-0.4491370455110282,-0.4394936718456292,True,0.1918932040976893,0.02618280518104527,0.94,True,True,True,clustered_1527
18,79,0.5194497580721651,2.6710070069520357,True,clustered,unequal,0.7873313674331075,True,-0.46572898232841464,-0.4350393941080007,True,0.515196669709858,0.037156244371489434,0.15,True,True,True,clustered_1528
13,13,0.481810842582784,2.3189773433681413,True,clustered,equal,0.7780636785343764,True,-0.4766832488880262,-0.40249208357177707,True,0.4734117153286679,0.07648520994143974,0.66,True,True,True,clustered_1529
10,60,0.21922004947983587,1.5965703594232927,True,clustered,unequal,0.9521674012145553,True,-0.4562614670644562,-0.4441434353595459,True,0.22061172886658356,0.016843407685636986,0.54,True,True,True,clustered_1530
12,5,0.5101233394865852,2.2815656966919113,False,clustered,unequal,-0.21995959940988152,False,-1.6984014799768292,0.5318668136318833,False,8.238167333426745,0.6759683425787908,0.01,False,True,True,clustered_1531
13,49,0.3652428688573888,2.4009180464098945,True,clustered,equal,0.8851754841251704,True,-0.45735434763897576,-0.4303469923014417,True,0.35560764619378116,0.026309302336957167,0.05,False,False,True,clustered_1532
20,92,0.43777230387560623,1.133046858411495,False,clustered,unequal,0.5715895891657576,True,-0.5216677041623877,-0.4613185513386551,True,0.8178081385208402,0.05637161503792673,0.01,False,True,False,clustered_1533
11,19,0.38849537666338707,2.261650677899334,False,clustered,unequal,0.22840714252783767,True,-0.4667584669025558,-0.33021900129355075,True,1.5601447092605178,0.28129132193840867,0.01,False,True,False,clustered_1534
2,51,0.5233307788058946,0.17867434569750962,False,clustered,equal,0.5531109854207016,True,-0.5801334588156014,-0.5148602554796347,True,0.6232724951534906,0.032636601667983434,0.01,False,True,False,clustered_1535
4,54,0.44355142591362523,2.178197087358976,True,clustered,equal,0.8473222997387159,True,-0.48643913161566366,-0.43892117372830947,True,0.4361029696686798,0.0249450591782259,0.33,True,True,True,clustered_1536
8,6,0.26942819095030407,2.4693452642011184,True,clustered,unequal,0.9189679150750194,True,-0.5125448278317022,-0.4419801055962768,True,0.2782587774326113,0.07357352677677509,0.96,True,True,True,clustered_1537
9,78,0.18709442513241337,1.7200044052957124,True,clustered,equal,0.9636442904585788,True,-0.4577630353500784,-0.4391661514776479,True,0.18599164443065475,0.014823833496936337,0.16,True,True,True,clustered_1538
14,21,0.11229140968627217,1.6554469345910092,False,clustered,unequal,-0.22324120082154963,False,-0.32034162505599834,0.6762347106440134,False,7.821772806322408,0.5734037588867009,0.01,False,True,True,clustered_1539
10,33,0.35654637035660447,1.690183253025047,True,clustered,equal,0.8833690130676083,True,-0.4608843209628773,-0.41301591861023396,True,0.35308413907611735,0.046337535449023255,0.51,True,True,True,clustered_1540
2,96,0.3663843635506366,0.6223539751157117,False,clustered,equal,0.5557600969237178,True,-0.5942984165109806,-0.4770790366199139,True,0.5123266390631259,0.05860968994553367,0.01,False,True,False,clustered_1541
11,91,0.23843327352178456,1.1065483674734151,False,clustered,equal,0.4123714612360405,True,-0.4270812127391624,-0.3622031925191908,True,0.843944297469726,0.051710949234170474,0.01,False,True,False,clustered_1542
7,23,0.17427937684377742,1.486348455589156,True,clustered,unequal,0.9742101121022306,True,-0.48250392037954337,-0.4535796485445143,True,0.17656923377363604,0.019853033514939555,0.87,True,True,True,clustered_1543
3,39,0.4185405842381408,1.4481738268142423,False,clustered,equal,-0.7905175313197137,False,-0.7256054274880164,-0.4574208986579219,True,3.3081928185068157,0.10770446217099533,0.01,False,True,True,clustered_1544
18,93,0.4435745012856904,1.4600033014080904,False,clustered,equal,0.07595523308972163,True,-0.8539893085788813,-0.5516012888901083,True,2.9975238448688737,0.2589302031464827,0.01,False,True,False,clustered_1545
16,63,0.2173677784912531,0.6374769380700943,True,clustered,equal,0.952481884115409,True,-0.4580697229692081,-0.4421630499843759,True,0.2138648045984738,0.014873278703117923,0.06,True,True,True,clustered_1546
18,94,0.4070983737514727,2.4299625108727163,True,clustered,unequal,0.8422705025189332,True,-0.4578904251003736,-0.4370941721143037,True,0.4143702079765925,0.02872301755707188,0.24,True,True,True,clustered_1547
6,61,0.5663977128522679,1.24808797360211,False,clustered,unequal,0.6164088900008764,True,-0.44414799892233886,-0.3411900675481836,True,0.6426586964284692,0.08706676087299998,0.01,False,True,False,clustered_1548
16,94,0.06515739163635126,0.2332028335490477,True,clustered,unequal,0.9955706308818582,True,-0.450182519555583,-0.4472367674029921,True,0.0636994487126022,0.0030237674467954974,0.22,True,True,True,clustered_1549
6,45,0.08910004745701741,0.2523603912952841,True,clustered,unequal,0.9921791614978287,True,-0.45260096661252236,-0.44393889306991935,True,0.08836010435794571,0.004651251677496723,0.25,True,True,True,clustered_1550
9,53,0.1997516966936579,2.382625817698181,False,clustered,equal,-0.17934885281744473,False,-0.2779329393706338,0.6561649821970733,False,5.446503415614583,0.5834886036694036,0.01,False,True,True,clustered_1551
20,50,0.5726641224313304,0.2672717598710619,False,clustered,equal,0.5985723903140878,True,-0.5620276097023293,-0.478302719095082,True,0.8387149363146881,0.08127970384066423,0.01,False,True,False,clustered_1552
8,22,0.42783031083790185,2.6144769824412717,True,clustered,equal,0.7969381739214867,True,-0.4547325065819452,-0.41357313628029035,True,0.4549118405326441,0.040182967898912805,0.99,True,True,True,clustered_1553
17,77,0.22153919059762855,1.7591221350772153,False,clustered,unequal,0.7943613260018836,True,-0.417046117064558,-0.3239406076104733,True,0.5042631416019248,0.09010018239914645,0.01,False,True,False,clustered_1554
20,78,0.559846037759601,2.7151814313257976,False,clustered,equal,-0.02779576994484012,False,-1.0048037525850788,-0.5673803598990373,True,5.803025172588283,0.44686198281339956,0.01,False,True,True,clustered_1555
7,22,0.5220946648374054,1.8541926004838283,True,clustered,equal,0.7759329840647295,True,-0.5070605068858345,-0.4158472513509307,True,0.4824352892890675,0.0627525834902819,0.03,False,False,True,clustered_1556
3,48,0.4528489384024466,2.4136215192635984,True,clustered,unequal,0.7804487603149721,True,-0.4566852348125322,-0.42083716063295695,True,0.48518293318619077,0.02195286930622151,0.76,True,True,True,clustered_1557
6,9,0.10552935390612017,1.2606611030080321,False,clustered,unequal,-0.4262393034937286,False,-0.7511061108616426,-0.1932428328544705,True,2.857926611230159,0.12413665696556095,0.01,False,True,True,clustered_1558
12,26,0.1882289200347822,1.5935216232188978,True,clustered,unequal,0.9619790850889187,True,-0.45712690096360387,-0.43768390478002084,True,0.18546067509984931,0.0221082900709444,0.21,True,True,True,clustered_1559
10,10,0.13190753186451765,2.141478163830585,False,clustered,unequal,-0.3216631972922821,False,-0.6327505528906417,0.257032616406882,False,5.146168139433198,0.4896517108508465,0.01,False,True,True,clustered_1560
6,55,0.36084382255626213,1.1811682872027602,False,clustered,equal,-0.22803220771746346,False,-0.8084936086426845,-0.4563038298590175,True,2.89296526951378,0.2872412358406181,0.01,False,True,True,clustered_1561
18,80,0.566306449391858,2.692454662655024,False,clustered,equal,0.14423318026289955,True,-0.3752924307384494,-0.2534708280819552,True,1.704727106322182,0.1099478430625463,0.01,False,True,False,clustered_1562
3,15,0.5069147757936718,1.0118348460518423,False,clustered,unequal,-1.4875177486665128,False,-0.5403973207044463,-0.029350010260317375,True,1.953754902458092,0.23366469651984784,0.01,False,True,True,clustered_1563
5,71,0.06613224915568658,1.405252804101277,True,clustered,unequal,0.995485026887943,True,-0.4502581668102231,-0.4467323597515551,True,0.06463839473249176,0.003955371325716754,0.94,True,True,True,clustered_1564
11,29,0.2760424841644218,2.6948972012775547,True,clustered,unequal,0.9362870679372871,True,-0.46311834008299013,-0.44551809371488,True,0.25379606917189507,0.01931070727134232,0.86,True,True,True,clustered_1565
6,44,0.44599996790880536,2.0102394328836364,False,clustered,unequal,-0.18911910808973675,False,-0.6048078102219449,-0.29325952476172545,True,1.8990788801173955,0.05054647611732932,0.01,False,True,True,clustered_1566
17,75,0.4610216716438013,1.7679777711599205,False,clustered,unequal,-0.051335212195029234,False,-1.2521215625312343,-0.6540428693144713,True,6.318283700828117,0.4489545139713509,0.01,False,True,True,clustered_1567
12,39,0.4351431989287442,1.6853696458647498,False,clustered,unequal,-0.16388754378153947,False,-0.2695500539495618,-0.034466502270007554,True,2.083111843301244,0.21088972346019333,0.01,False,True,True,clustered_1568
18,6,0.2595096099868595,0.7736058357627338,False,clustered,unequal,0.8950734323419673,True,-0.4696336231302936,-0.43132073641711854,True,0.3042751789847127,0.0927484451745671,0.01,False,True,False,clustered_1569
6,33,0.4373022345816738,2.510657884504864,True,clustered,equal,0.8481272787958198,True,-0.46418452517472253,-0.41597887547239554,True,0.4148782139220699,0.03386797688663657,0.62,True,True,True,clustered_1570
8,41,0.29705953803419605,0.009838798591014553,True,clustered,unequal,0.9161186569743911,True,-0.4631910508452191,-0.43637318476676296,True,0.2908550355750776,0.018669860987629426,0.4,True,True,True,clustered_1571
5,7,0.1353804125473736,1.6076240177970602,True,clustered,equal,0.9842763986007746,True,-0.48217082038821424,-0.462274675248789,True,0.1180632700242826,0.09198540824450784,0.75,True,True,True,clustered_1572
6,67,0.10685959113231727,2.5267367500886584,True,clustered,unequal,0.9886009873635011,True,-0.45331259394268814,-0.44470757026397095,True,0.1059160402785074,0.008080235002132107,0.85,True,True,True,clustered_1573
8,70,0.2995279805496833,2.671956234036959,False,clustered,equal,-0.045114525202465394,False,-1.2695747934991322,-0.5465755623562968,True,3.3060292294083444,0.5403335328800776,0.01,False,True,True,clustered_1574
4,74,0.17037476479386254,2.2254935598494563,True,clustered,equal,0.968844968321596,True,-0.45519008158285734,-0.4348610039763328,True,0.1764032335375035,0.009424280591022544,0.04,False,False,True,clustered_1575
2,88,0.41230887115314485,2.6090788652121404,True,clustered,unequal,0.8340133332241135,True,-0.4624184068580929,-0.44689514006843645,True,0.4246641542572809,0.007761633394828632,0.53,True,True,True,clustered_1576
8,86,0.31940259196252224,1.4179880290198958,False,clustered,unequal,-0.05734846322957088,False,-0.7702836268627478,-0.47258146860724787,True,2.000581487693235,0.2114826159199116,0.01,False,True,True,clustered_1577
9,91,0.10169350841198158,2.5192805175614508,True,clustered,unequal,0.9882672512035141,True,-0.45315211846687625,-0.44438916669615086,True,0.10503802401632467,0.0064162784660676,0.06,True,True,True,clustered_1578
2,28,0.09002210081665217,0.7033302200044717,True,clustered,unequal,0.987270554531416,True,-0.4515919493691446,-0.42092369915081523,True,0.08130771995277684,0.01533412510916457,0.16,True,True,True,clustered_1579
18,86,0.5167547893688258,0.31435393932647837,False,clustered,equal,0.4719746134560946,True,-0.4384887997606697,-0.3868058064146153,True,0.8688995530331372,0.029184473138976697,0.01,False,True,False,clustered_1580
13,84,0.45199517357482116,0.13737001653417835,True,clustered,equal,0.8274826039760982,True,-0.47046770873054516,-0.43737647526576884,True,0.4523057191170748,0.03082863224121604,0.07,True,True,True,clustered_1581
17,16,0.543041026388566,0.8211379432975068,True,clustered,unequal,0.7786467872592584,True,-0.4786721812840958,-0.42117046360457516,True,0.512054923195327,0.18775878628968648,0.61,True,True,True,clustered_1582
12,14,0.2857644576476693,2.4478392836314544,True,clustered,unequal,0.927417726608255,True,-0.4626290118471678,-0.43290958216300834,True,0.26698471692882414,0.06055583058249455,1.0,True,True,True,clustered_1583
3,24,0.13924768858454545,1.2046579564540654,True,clustered,unequal,0.9842223624570543,True,-0.4908018491103119,-0.4534654927173371,True,0.11918173283463471,0.016055396089035362,0.23,True,True,True,clustered_1584
13,44,0.16635286446601555,0.09726852412941134,True,clustered,equal,0.9694793201542787,True,-0.45835926391543447,-0.44994740337615596,True,0.17077014286792755,0.008361421392695693,0.89,True,True,True,clustered_1585
10,89,0.39765275006048845,0.0018601840122343116,False,clustered,equal,0.8527696918459085,True,-0.45558511331663737,-0.43431765239641107,True,0.3931773290902295,0.016822494627715293,0.58,True,False,False,clustered_1586
4,78,0.46283581946840446,2.3496644648700036,True,clustered,equal,0.8247616668276507,True,-0.46501975395754536,-0.4298772666153576,True,0.44550604322367404,0.01985534954824996,0.37,True,True,True,clustered_1587
16,6,0.5512486110782575,1.5256701720879686,True,clustered,equal,0.7079648976811956,True,-0.4491280343352533,-0.36810977470232764,True,0.5699513578116169,0.1672418925130354,0.97,True,True,True,clustered_1588
6,61,0.32631463923498577,0.7850887359882398,True,clustered,unequal,0.8992184315350205,True,-0.47438191378544053,-0.450535463694737,True,0.3177268459039348,0.014439452228281005,0.85,True,True,True,clustered_1589
8,49,0.42604785595155586,2.994840535735908,True,clustered,equal,0.8551947928744514,True,-0.47052078987750523,-0.45093925037951016,True,0.42152387572448446,0.016623009409938577,0.68,True,True,True,clustered_1590
5,69,0.2606484500460321,1.5720061149099656,False,clustered,unequal,0.15710089379822634,True,-0.46378550218003367,-0.22974808241922423,True,0.9219864133848483,0.13302956098963087,0.01,False,True,False,clustered_1591
2,21,0.2309659933926454,2.448768000039399,False,clustered,equal,-2.0477294600167495,False,-0.8180279709385134,-0.11421836584687134,True,2.472793031599445,0.17429662734299617,0.01,False,True,True,clustered_1592
7,21,0.23664558194374435,1.9883558058272754,True,clustered,unequal,0.9444026333493236,True,-0.45341115401900056,-0.42132665376998996,True,0.22789284355205364,0.037365866247941554,0.95,True,True,True,clustered_1593
12,97,0.3684998655401954,2.6831350966441563,True,clustered,unequal,0.8798669902669845,True,-0.4651800929158586,-0.4423705837500556,True,0.36361719583176877,0.01942578089407635,0.12,True,True,True,clustered_1594
